timestamp;particleWeightSum;particleDiversity;measurementCount
1.06802099943161;7.10881559118102;0.165;5
2.04919999837875;19.3337601394436;0.32994923857868;5
3.05595797300339;24.9712370122795;0.365;5
10.0620369911194;0.0348620955938121;0.09;5
10.0871739983559;3.1809311321007e-17;0.03;6
10.1197309494019;0.000278675500788748;0.0769230769230769;9
10.1524449586868;6.7145087336032e-06;0.0695187165775401;10
10.1968159675598;6.46740764115993e-07;0.0655737704918033;10
10.2342409491539;4.25603903289124e-07;0.148809523809524;9
12.1046929955482;7.06220809463836e-08;0.143939393939394;10
12.1636689901352;5.25412697378999e-08;0.10062893081761;10
15.0665599703789;1.27373777242417e-06;0.0988372093023256;10
15.0978009700775;3.22089526480954e-05;0.0914634146341463;9
15.1318669915199;0.000378871409615521;0.104712041884817;8
17.0673199892044;9.88381256890399e-07;0.0748663101604278;9
17.0950790047646;2.28066563632738e-08;0.036144578313253;10
20.0493469834328;1.46960633232976e-05;0.148717948717949;8
21.0592409968376;1.72722608566907e-06;0.166666666666667;8
23.0517299771309;4.32331525564564e-06;0.0829015544041451;8
23.0686999559402;9.13371282479524e-06;0.101063829787234;8
24.0606649518013;3.61076717873706e-06;0.106382978723404;8
25.0483709573746;3.07835315015764e-06;0.115789473684211;8
26.0580199956894;4.80314048089869e-06;0.0983606557377049;8
27.0563579797745;2.07215392450622e-07;0.0538922155688623;9
28.0576319694519;1.39901990208917e-06;0.0402298850574713;9
29.055870950222;2.49874737129272e-06;0.0903954802259887;9
38.0589569807053;5.36607029808018e-07;0.0638297872340425;9
38.0776019692421;2.84856176190106e-07;0.0597826086956522;9
38.0973089933395;3.55993229629459e-06;0.0437158469945355;9
38.117134988308;1.67648334301474e-05;0.032967032967033;9
38.1359529495239;8.17884022360337e-06;0.0681818181818182;9
38.1613879799843;3.32050040421463e-07;0.0710059171597633;9
38.229581952095;5.19317501391381e-07;0.174825174825175;8
38.2592359781265;0.00097497475165279;0.10655737704918;7
40.0996309518814;0.00761563566655052;0.104166666666667;6
40.1323679685593;0.000456961790092774;0.0852272727272727;8
43.061153948307;3.75992584862593e-05;0.197802197802198;8
43.0899879932404;2.11165167608752e-05;0.156976744186047;8
43.1279059648514;5.23249663059835e-05;0.185897435897436;8
45.0848949551582;6.57739992294234e-06;0.201298701298701;10
45.1274240016937;8.26496371975636e-07;0.0635838150289017;10
48.0606619715691;2.37842137091502e-05;0.145077720207254;9
49.0667519569397;1.9597050594171e-05;0.120418848167539;9
50.0551480054855;4.94679256914048e-06;0.0718232044198895;9
51.064877986908;1.60831630916681e-05;0.0947368421052632;9
52.0584679841995;4.78292355217027e-06;0.100529100529101;9
53.0655159950256;3.68300144950651e-05;0.106951871657754;9
55.0600759983063;0.000531647841109013;0.127659574468085;9
55.0824739933014;0.00056581608281117;0.15606936416185;9
56.0553479790688;0.00417804720865942;0.126984126984127;8
